Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
WORD,0,2059.68,92.2537
WORD,0,2081.82,106.003
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
WORD,0,2101.56,522.41
WORD,0,2090,578.85
WORD,0,2092.31,696.166
WORD,0,2095.83,530.454
WORD,0,2086.67,271.767
WORD,0,2081.48,445.997
WORD,0,2076.47,377.233
WORD,0,2078.16,378.813
WORD,0,2078.57,348.504
WORD,0,2087.62,443.363
WORD,0,2067.01,254.538
WORD,0,2088,415.12
WORD,0,2084.81,450.137
WORD,0,2095.77,611.472
WORD,0,2076.47,380.585
WORD,0,2098.48,482.739
WORD,0,2095.65,516.245
WORD,0,2093.94,468.616
WORD,0,2092.21,641.087
WORD,0,2104.35,376.883
WORD,0,2095.83,570.005
WORD,0,2098.81,517.891
WORD,0,2091.25,578.904
WORD,0,2070.65,393.236
WORD,0,2094.74,492.834
WORD,0,2084.42,413.132
WORD,0,2073.02,390.379
WORD,0,2087.01,525.333
WORD,0,2080,375.711
WORD,0,2089.61,644.215
WORD,1,2001.43,504.252
WORD,1,2001.19,487.467
WORD,1,2001.54,508.048
WORD,1,2001.3,449.535
WORD,1,2001.14,340.666
WORD,1,2001.47,546.459
WORD,1,2001.37,496.056
WORD,1,2001.32,425.602
WORD,1,2001.19,323.722
WORD,1,2001.12,351.406
WORD,1,2001.56,491.079
WORD,1,2001.33,424.087
WORD,1,2001.12,318.134
WORD,1,2001.27,432.697
WORD,1,2001.56,423.361
WORD,1,2001.47,465.82
WORD,1,2001.3,457.652
WORD,1,2001.3,474.137
WORD,1,2001.41,439.763
WORD,1,2001.2,459.07
WORD,1,2001.49,551.137
WORD,1,2001.49,527.481
WORD,1,2001.49,487.544
WORD,1,2001.18,359.267
WORD,1,2001.52,485.419
WORD,1,2001.11,464.367
WORD,1,2001.45,541.718
WORD,1,2001.35,472.794
WORD,1,2001.54,537.932
WORD,1,2001.35,402.641
WORD,2,2140.8,432.064
WORD,2,2112.22,263.806
WORD,2,2129.67,417.224
WORD,2,2115.56,405.966
WORD,2,2126.92,476.935
WORD,2,2122.76,443.068
WORD,2,2124.24,514.019
WORD,2,2118.6,402.977
WORD,2,2139,423.702
WORD,2,2122.95,373.867
WORD,2,2121.69,523.997
WORD,2,2135.29,445.362
WORD,2,2128.46,360.882
WORD,2,2117.35,385.914
WORD,2,2126.13,487.48
WORD,2,2114.46,336.774
WORD,2,2120.22,624.608
WORD,2,2130.34,326.024
WORD,2,2122.99,491.7
WORD,2,2112.05,364.399
WORD,2,2129.03,476.805
WORD,2,2111.5,416.834
WORD,2,2131.3,466.247
WORD,2,2117.07,490.351
WORD,2,2134.91,603.117
WORD,2,2120.24,425.447
WORD,2,2138.95,441.399
WORD,2,2133.33,497.5
WORD,2,2121.59,597.449
WORD,2,2125.56,486.112
WORD,3,2001.37,319.713
WORD,3,2001.43,414.592
WORD,3,2001.52,479.47
WORD,3,2001.45,420.956
WORD,3,2001.54,449.316
WORD,3,2001.54,421.865
WORD,3,2001.52,455.815
WORD,3,2001.54,408.619
WORD,3,2001.54,439.501
WORD,3,2001.25,390.039
WORD,3,2001.54,436.263
WORD,3,2001.49,437.072
WORD,3,2001.54,460.995
WORD,3,2001.47,450.94
WORD,3,2001.54,698.66
WORD,3,2001.47,1064.78
WORD,3,2001.23,624.34
WORD,3,2001.43,1061.17
WORD,3,2001.52,433.786
WORD,3,2001.52,489.316
WORD,3,2001.49,454.907
WORD,3,2001.52,424.6
WORD,3,2001.47,392.809
WORD,3,2001.54,416.943
WORD,3,2001.47,423.622
WORD,3,2001.52,416.44
WORD,3,2001.47,358.938
WORD,3,2001.54,374.326
WORD,3,2001.49,392.568
WORD,3,2001.52,540.883
